Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency,Attendance_Level,Engagement_Score,Cumulative_Score,Cumulative_Percentage,ABC_Segment,Score_Stability,XYZ_Segment,R_Score,F_Score,M_Score,R_Quartile,F_Quartile,M_Quartile,RFM_Score,RFM_Segment
28,66,High,Medium,Yes,9,73,Medium,Yes,2,Low,Medium,Public,Positive,2,No,College,Near,Male,68,2.5172413793103448,Low,57.400000000000006,206965,46.65734864794797,A,-0.18689615816198485,X,2.7,6.1,6.8,2,3,3,233,Champions
22,82,Medium,High,Yes,7,58,Medium,Yes,0,Medium,Medium,Public,Negative,4,No,College,Near,Male,68,2.5217391304347827,Medium,54.4,207033,46.67267829164647,A,-1.6304732437151401,Z,4.2,6.3,6.8,1,3,3,133,Champions
16,91,Medium,Medium,Yes,6,91,Medium,Yes,1,Medium,Medium,Public,Neutral,2,No,High School,Moderate,Female,68,5.352941176470588,High,68.5,207101,46.68800793534497,A,1.205994516546816,Z,0.9,6.15,6.8,4,3,3,433,Champions
16,80,High,High,Yes,9,62,Low,Yes,0,High,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,68,3.6470588235294117,Medium,53.6,207169,46.70333757904348,A,0.7774073527645112,Y,3.8,5.6,6.8,1,2,3,123,Potential Stars
27,68,High,Medium,No,8,70,High,Yes,0,Medium,Medium,Private,Positive,3,No,Postgraduate,Near,Male,68,2.5,Low,56.5,207237,46.71866722274198,A,0.46667098196608103,X,3.0,6.1,6.8,2,3,3,233,Champions
24,77,Medium,Low,Yes,6,65,High,Yes,2,Medium,High,Private,Positive,3,No,High School,Near,Male,68,2.6,Medium,56.3,207305,46.73399686644048,A,1.52100622715938,Z,3.5,6.25,6.8,2,3,3,233,Champions
13,88,Low,High,Yes,9,88,High,Yes,2,Low,High,Private,Negative,4,No,Postgraduate,Far,Male,68,6.285714285714286,Medium,65.5,207373,46.749326510138985,A,-0.9489165208248372,Y,1.2,5.7,6.8,4,2,3,423,Potential Stars
26,91,Medium,Low,Yes,8,71,Medium,Yes,0,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,68,2.6296296296296298,High,63.5,207441,46.76465615383748,A,1.7473631979155582,Z,2.9,7.15,6.8,2,4,3,243,Champions
15,78,Medium,High,No,8,97,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,68,6.0625,Medium,66.7,207509,46.779985797535986,A,0.9321915642603847,Y,0.3,5.4,6.8,4,1,3,413,Potential Stars
20,88,Low,Low,No,7,96,Low,Yes,0,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,68,4.571428571428571,Medium,70.80000000000001,207577,46.795315441234486,A,-0.23655528721894603,X,0.4,6.4,6.8,4,3,3,433,Champions
22,70,Medium,High,Yes,5,90,High,Yes,1,Medium,High,Public,Neutral,3,No,College,Far,Female,68,3.9130434782608696,Medium,63.6,207645,46.810645084932986,A,1.1356201471829441,Z,1.0,5.7,6.8,4,2,3,423,Potential Stars
14,84,High,Medium,Yes,9,86,High,Yes,1,Low,Medium,Private,Positive,4,No,High School,Near,Female,68,5.733333333333333,Medium,63.8,207713,46.82597472863149,A,-1.1062935124116342,Z,1.4,5.6,6.8,3,2,3,323,Potential Stars
17,78,Medium,Medium,Yes,6,88,Medium,Yes,1,Medium,High,Private,Positive,3,No,College,Near,Female,68,4.888888888888889,Medium,63.7,207781,46.841304372329994,A,-0.8245141615276735,Y,1.2,5.6,6.8,4,2,3,423,Potential Stars
17,84,High,High,No,9,70,Medium,Yes,1,High,Medium,Public,Negative,4,No,High School,Near,Male,68,3.888888888888889,Medium,58.3,207849,46.8566340160285,A,-0.6085897232397004,Y,3.0,5.9,6.8,2,2,3,223,Potential Stars
21,89,Medium,Medium,No,6,97,Medium,No,1,Low,Medium,Private,Negative,3,No,Postgraduate,Far,Female,68,4.409090909090909,Medium,71.80000000000001,207917,46.871963659726994,A,-0.5289777080640152,Y,0.3,6.550000000000001,6.8,4,3,3,433,Champions
17,76,High,Medium,Yes,8,94,Medium,Yes,3,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,68,5.222222222222222,Medium,65.5,207985,46.8872933034255,A,-1.0565576427602528,Z,0.6,5.5,6.8,4,2,3,423,Potential Stars
23,87,High,Low,No,8,68,Medium,Yes,0,High,High,Private,Neutral,3,No,College,Far,Male,68,2.8333333333333335,Medium,60.2,208053,46.902622947124,A,1.223083067095325,Z,3.2,6.6499999999999995,6.8,2,4,3,243,Champions
23,76,Low,High,Yes,7,93,Medium,Yes,2,Low,Medium,Public,Negative,2,No,College,Near,Male,68,3.875,Medium,66.9,208121,46.9179525908225,A,-0.25885440036983165,X,0.7,6.1,6.8,4,3,3,433,Champions
25,72,Medium,Medium,No,6,89,Low,Yes,3,Low,High,Public,Neutral,5,No,High School,Near,Male,68,3.423076923076923,Medium,64.7,208189,46.93328223452101,A,0.35250496835687956,X,1.1,6.1,6.8,4,3,3,433,Champions
24,76,Medium,Medium,Yes,7,82,Medium,Yes,2,Medium,Medium,Public,Positive,4,No,College,Far,Male,68,3.28,Medium,62.800000000000004,208257,46.94861187821951,A,-0.5703513664136806,Y,1.8,6.199999999999999,6.8,3,3,3,333,Champions
26,74,Medium,Medium,No,6,69,Medium,Yes,2,Low,High,Public,Positive,4,No,Postgraduate,Moderate,Male,68,2.5555555555555554,Medium,57.6,208325,46.96394152191801,A,-1.8206033005485172,Z,3.1,6.300000000000001,6.8,2,3,3,233,Champions
19,82,High,Medium,No,9,69,Low,Yes,2,Medium,Medium,Private,Neutral,3,No,College,Moderate,Male,68,3.45,Medium,57.9,208393,46.97927116561651,A,0.2700573583914221,X,3.1,6.0,6.8,2,2,3,223,Potential Stars
23,76,High,High,No,7,93,Medium,Yes,0,Medium,Medium,Private,Negative,6,No,High School,Moderate,Male,68,3.875,Medium,66.9,208461,46.99460080931501,A,-1.9122549754197768,Z,0.7,6.1,6.8,4,3,3,433,Champions
8,96,Medium,Medium,Yes,8,100,High,Yes,1,High,Medium,Public,Negative,4,No,High School,Moderate,Male,68,11.11111111111111,High,71.19999999999999,208529,47.00993045301352,A,-0.06863404608546861,X,0.0,5.6,6.8,4,2,3,423,Potential Stars
25,79,High,Medium,No,6,77,Low,No,2,Low,High,Public,Neutral,3,No,High School,Near,Male,68,2.9615384615384617,Medium,62.0,208597,47.02526009671202,A,-1.3683150388328105,Z,2.3,6.45,6.8,3,3,3,333,Champions
20,71,High,High,Yes,6,80,Medium,Yes,2,High,Low,Public,Positive,3,No,High School,Near,Male,68,3.8095238095238093,Medium,59.3,208665,47.040589740410525,A,1.987275999230808,Z,2.0,5.55,6.8,3,2,3,323,Potential Stars
23,62,Medium,High,No,10,93,High,Yes,2,Low,Medium,Public,Positive,4,No,College,Near,Female,68,3.875,Low,62.7,208733,47.05591938410902,A,0.9113627221747217,Y,0.7,5.4,6.8,4,1,3,413,Potential Stars
26,73,Medium,Medium,Yes,9,68,High,Yes,4,Medium,Medium,Public,Neutral,2,No,High School,Far,Male,68,2.5185185185185186,Medium,56.900000000000006,208801,47.07124902780752,A,0.10575379127148042,X,3.2,6.25,6.8,2,3,3,233,Champions
21,85,Medium,Medium,No,8,80,Medium,Yes,3,Low,High,Public,Positive,3,Yes,College,Moderate,Female,68,3.6363636363636362,Medium,63.8,208869,47.086578671506025,A,1.2637066776546686,Z,2.0,6.35,6.8,3,3,3,333,Champions
20,90,Medium,Low,Yes,6,65,Low,Yes,3,Low,Medium,Public,Negative,2,No,Postgraduate,Near,Female,68,3.0952380952380953,High,59.0,208937,47.101908315204525,A,-0.8463159774657358,Y,3.5,6.5,6.8,2,3,3,233,Champions
25,69,High,Medium,No,7,76,Medium,Yes,1,High,Medium,Public,Positive,2,No,High School,Near,Female,68,2.923076923076923,Low,58.6,209005,47.11723795890303,A,0.543479378670093,Y,2.4,5.95,6.8,3,2,3,323,Potential Stars
17,80,Low,High,No,8,88,Medium,No,4,Medium,High,Private,Neutral,4,No,College,Moderate,Male,68,4.888888888888889,Medium,64.30000000000001,209073,47.13256760260153,A,0.1998104337187135,X,1.2,5.7,6.8,4,2,3,423,Potential Stars
20,79,Medium,Medium,Yes,8,71,Medium,Yes,1,Medium,High,Public,Neutral,3,No,College,Near,Female,68,3.380952380952381,Medium,58.1,209141,47.14789724630003,A,0.26402008133367,X,2.9,5.95,6.8,2,2,3,223,Potential Stars
11,91,High,Low,Yes,6,100,Low,Yes,4,Low,Medium,Public,Negative,2,No,Postgraduate,Near,Male,68,8.333333333333334,High,70.6,209209,47.16322688999853,A,1.2723535001067678,Z,0.0,5.65,6.8,4,2,3,423,Potential Stars
15,81,Medium,High,Yes,7,90,High,Yes,1,Low,Medium,Private,Positive,2,No,Postgraduate,Far,Female,68,5.625,Medium,64.8,209277,47.178556533697034,A,0.7324921027798023,Y,1.0,5.55,6.8,4,2,3,423,Potential Stars
27,76,Medium,Medium,No,9,58,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Female,68,2.0714285714285716,Medium,54.1,209345,47.19388617739554,A,0.28872366282502326,X,4.2,6.5,6.8,1,3,3,133,Champions
20,82,Medium,Medium,No,6,94,Medium,Yes,3,Low,Medium,Private,Positive,2,No,High School,Near,Male,68,4.476190476190476,Medium,68.2,209413,47.20921582109404,A,-1.6548874362282961,Z,0.6,6.1,6.8,4,3,3,433,Champions
16,99,Medium,Medium,No,5,99,Low,No,0,Low,Medium,Private,Neutral,5,No,College,Moderate,Female,68,5.823529411764706,High,74.1,209481,47.22454546479254,A,-0.9600462952794637,Y,0.1,6.550000000000001,6.8,4,3,3,433,Champions
27,81,Medium,Medium,No,8,78,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,68,2.7857142857142856,Medium,63.6,209549,47.23987510849105,A,-0.12270893359572414,X,2.2,6.75,6.8,3,4,3,343,Champions
27,86,Low,Medium,Yes,7,59,Low,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,68,2.107142857142857,Medium,57.5,209617,47.25520475218954,A,0.09337237427665124,X,4.1,7.0,6.8,1,4,3,143,Champions
25,66,Medium,Medium,Yes,6,99,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,College,Near,Female,68,3.8076923076923075,Low,66.9,209685,47.27053439588805,A,-1.1302037246739238,Z,0.1,5.8,6.8,4,2,3,423,Potential Stars
21,93,Medium,Medium,Yes,8,78,Medium,No,0,Low,Medium,Private,Neutral,3,No,High School,Near,Male,68,3.5454545454545454,High,65.4,209753,47.28586403958655,A,2.411676675578421,Z,2.2,6.75,6.8,3,4,3,343,Champions
18,90,High,Medium,Yes,5,52,Low,Yes,5,Medium,Medium,Private,Positive,3,Yes,High School,Moderate,Male,68,2.736842105263158,High,53.2,209821,47.30119368328506,A,1.5163940552535728,Z,4.8,6.3,6.8,1,3,3,133,Champions
20,85,Medium,High,No,8,59,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Far,Female,68,2.8095238095238093,Medium,55.1,209889,47.31652332698356,A,0.6021183203924835,Y,4.1,6.25,6.8,1,3,3,133,Champions
28,80,Medium,High,Yes,8,61,Low,Yes,1,Low,Medium,Private,Negative,3,No,College,Far,Female,68,2.103448275862069,Medium,56.8,209957,47.33185297068206,A,0.07203686128374476,X,3.9,6.8,6.8,1,4,3,143,Champions
19,93,Low,High,Yes,7,66,Low,Yes,1,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,68,3.3,High,60.0,210025,47.34718261438056,A,-0.21220896990115168,X,3.4,6.550000000000001,6.8,2,3,3,233,Champions
15,92,Low,Medium,No,8,69,Medium,Yes,1,High,Medium,Private,Neutral,4,No,Postgraduate,Near,Male,68,4.3125,High,59.699999999999996,210093,47.36251225807906,A,-0.9519184600222356,Y,3.1,6.1,6.8,2,3,3,233,Champions
21,90,Medium,Low,No,7,70,Medium,Yes,2,Low,Medium,Public,Negative,2,No,Postgraduate,Near,Female,68,3.1818181818181817,High,61.3,210161,47.377841901777565,A,0.07748051851886253,X,3.0,6.6,6.8,2,3,3,233,Champions
18,77,High,Medium,No,10,85,Low,Yes,2,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Female,68,4.473684210526316,Medium,62.5,210229,47.393171545476065,A,0.2577525401427507,X,1.5,5.65,6.8,3,2,3,323,Potential Stars
16,79,High,Medium,Yes,7,74,High,Yes,3,Medium,Medium,Private,Positive,2,No,Postgraduate,Far,Male,68,4.352941176470588,Medium,58.1,210297,47.408501189174565,A,-1.2417605754816243,Z,2.6,5.550000000000001,6.8,2,2,3,223,Potential Stars
21,84,High,High,No,7,51,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,68,2.3181818181818183,Medium,51.900000000000006,210365,47.42383083287307,A,0.33417641724489744,X,4.9,6.300000000000001,6.8,1,3,3,133,Champions
21,73,High,High,No,5,90,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,College,Near,Female,68,4.090909090909091,Medium,64.2,210433,47.439160476571566,A,-0.15525904882474875,X,1.0,5.75,6.8,4,2,3,423,Potential Stars
20,95,Medium,Low,Yes,7,62,Low,Yes,2,Low,Medium,Public,Neutral,4,No,College,Moderate,Male,68,2.9523809523809526,High,59.3,210501,47.45449012027007,A,-1.907807557877391,Z,3.8,6.75,6.8,1,4,3,143,Champions
16,86,Low,High,Yes,7,89,Low,Yes,1,Medium,Low,Public,Positive,2,No,Postgraduate,Near,Female,68,5.235294117647059,Medium,66.2,210569,47.46981976396857,A,-0.8603850107795019,Y,1.1,5.9,6.8,4,2,3,423,Potential Stars
24,67,High,High,Yes,9,86,Medium,Yes,2,Medium,Medium,Public,Negative,2,No,College,Near,Female,68,3.44,Low,61.699999999999996,210637,47.48514940766707,A,-0.41360553342164424,X,1.4,5.75,6.8,3,2,3,323,Potential Stars
19,80,High,High,Yes,7,67,Medium,Yes,2,Low,High,Public,Neutral,2,Yes,Postgraduate,Near,Female,68,3.35,Medium,56.5,210705,47.50047905136558,A,1.8876876573401904,Z,3.3,5.9,6.8,2,2,3,223,Potential Stars
24,81,Medium,Medium,Yes,6,85,Medium,No,1,Medium,High,Public,Neutral,4,No,College,Moderate,Male,68,3.4,Medium,65.5,210773,47.51580869506408,A,0.5565531245337582,Y,1.5,6.449999999999999,6.8,3,3,3,333,Champions
19,91,Medium,Low,No,6,58,High,Yes,2,Low,High,Public,Positive,3,No,College,Moderate,Male,68,2.9,High,56.2,210841,47.53113833876258,A,-1.3354815690998914,Z,4.2,6.449999999999999,6.8,1,3,3,133,Champions
25,82,High,Low,No,8,68,Medium,Yes,1,Low,High,Public,Neutral,3,No,College,Near,Male,68,2.6153846153846154,Medium,59.3,210909,47.54646798246108,A,0.486036289417637,X,3.2,6.6,6.8,2,3,3,233,Champions
18,83,Medium,High,No,4,65,Low,Yes,3,Low,Medium,Public,Positive,4,No,College,Moderate,Male,68,3.4210526315789473,Medium,56.3,210977,47.56179762615959,A,-1.5473039889383655,Z,3.5,5.95,6.8,2,2,3,223,Potential Stars
9,84,Medium,Medium,No,6,74,Medium,Yes,5,High,Medium,Public,Neutral,2,No,High School,Near,Male,67,7.4,Medium,57.5,211044,47.57690183392135,A,1.0826910538870733,Z,2.6,5.1000000000000005,6.7,2,1,2,212,Need Attention
28,66,Medium,Low,Yes,4,98,Medium,Yes,0,Medium,High,Public,Positive,3,No,High School,Near,Female,67,3.3793103448275863,Low,67.4,211111,47.592006041683106,A,-0.4711246518178786,X,0.2,6.1,6.7,4,3,2,432,Hard Workers
29,84,Medium,Low,Yes,7,68,Low,Yes,1,Low,Medium,Private,Neutral,2,No,High School,Moderate,Male,67,2.2666666666666666,Medium,61.1,211178,47.60711024944486,A,-0.09363618873917084,X,3.2,7.1,6.7,2,4,2,242,Hard Workers
21,80,Medium,Low,Yes,5,61,Medium,Yes,2,High,Medium,Public,Positive,3,No,High School,Near,Male,67,2.772727272727273,Medium,54.7,211245,47.622214457206624,A,1.32579664754219,Z,3.9,6.1,6.7,1,3,2,132,Hard Workers
23,84,Low,High,No,7,73,Low,Yes,0,Low,Medium,Public,Positive,3,No,High School,Near,Male,67,3.0416666666666665,Medium,61.300000000000004,211312,47.63731866496838,A,-1.28716356858425,Z,2.7,6.5,6.7,2,3,2,232,Hard Workers
20,69,Medium,Medium,Yes,8,96,Medium,Yes,2,Medium,High,Public,Positive,3,No,High School,Near,Male,67,4.571428571428571,Low,65.10000000000001,211379,47.65242287273014,A,-1.3971181851129912,Z,0.4,5.45,6.7,4,2,2,422,Need Attention
12,98,Medium,Low,Yes,4,54,Medium,Yes,2,Medium,High,Private,Neutral,3,No,High School,Near,Female,67,4.153846153846154,High,54.6,211446,47.6675270804919,A,-0.5835993263460049,Y,4.6,6.1000000000000005,6.7,1,3,2,132,Hard Workers
12,100,Low,Medium,Yes,7,65,Medium,Yes,1,Low,Medium,Private,Positive,2,No,High School,Near,Male,67,5.0,High,59.6,211513,47.68263128825366,A,1.0383788510193166,Z,3.5,6.2,6.7,2,3,2,232,Hard Workers
19,85,High,Medium,No,7,59,Low,Yes,0,Medium,High,Private,Negative,4,No,College,Moderate,Male,67,2.95,Medium,54.8,211580,47.69773549601542,A,-1.5193460754768424,Z,4.1,6.15,6.7,1,3,2,132,Hard Workers
15,86,High,Medium,Yes,9,68,High,Yes,0,Medium,Low,Public,Neutral,3,No,High School,Near,Male,67,4.25,Medium,57.5,211647,47.71283970377718,A,-2.832155598110569,Z,3.2,5.8,6.7,2,2,2,222,Need Attention
17,76,Medium,High,Yes,6,70,Low,Yes,2,High,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Male,67,3.888888888888889,Medium,55.9,211714,47.72794391153894,A,-0.4511588584089988,X,3.0,5.5,6.7,2,2,2,222,Need Attention
18,81,High,Low,Yes,9,73,High,Yes,1,Medium,High,Public,Neutral,2,No,High School,Near,Female,67,3.8421052631578947,Medium,58.900000000000006,211781,47.743048119300695,A,0.5517407999109204,Y,2.7,5.85,6.7,2,2,2,222,Need Attention
16,90,Low,High,Yes,8,51,Medium,Yes,1,High,Medium,Public,Neutral,5,No,High School,Moderate,Female,67,3.0,High,52.2,211848,47.75815232706246,A,1.2002617497388293,Z,4.9,6.1,6.7,1,3,2,132,Hard Workers
17,84,Medium,High,Yes,8,60,Medium,Yes,0,Low,Low,Private,Positive,5,No,College,Near,Female,67,3.3333333333333335,Medium,54.3,211915,47.77325653482421,A,-0.463161362085399,X,4.0,5.9,6.7,1,2,2,122,Need Attention
24,68,Medium,High,Yes,9,92,Low,Yes,1,Low,High,Public,Positive,2,No,High School,Near,Male,67,3.68,Low,64.4,211982,47.78836074258598,A,-0.41142660711600243,X,0.8,5.8,6.7,4,2,2,422,Need Attention
18,75,Medium,Medium,Yes,9,87,Low,Yes,3,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Female,67,4.578947368421052,Medium,62.7,212049,47.80346495034774,A,1.1539007342557472,Z,1.3,5.55,6.7,3,2,2,322,Need Attention
17,83,Medium,Low,Yes,8,69,Low,Yes,4,Low,High,Public,Neutral,3,No,College,Near,Male,67,3.8333333333333335,Medium,57.6,212116,47.81856915810949,A,-1.8697416996954206,Z,3.1,5.8500000000000005,6.7,2,2,2,222,Need Attention
12,95,Medium,Medium,No,4,87,Medium,Yes,0,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,67,6.6923076923076925,High,66.9,212183,47.833673365871256,A,-0.38852077518300926,X,1.3,5.95,6.7,3,2,2,322,Need Attention
12,92,Low,Low,Yes,7,78,High,Yes,3,Medium,High,Public,Negative,2,No,College,Near,Male,67,6.0,High,62.4,212250,47.84877757363301,A,0.19042388992505774,X,2.2,5.8,6.7,3,2,2,322,Need Attention
26,63,Medium,High,No,8,63,Low,Yes,1,High,High,Public,Neutral,3,No,Postgraduate,Near,Male,67,2.3333333333333335,Low,51.900000000000006,212317,47.863881781394774,A,0.44921872128503426,X,3.7,5.75,6.7,2,2,2,222,Need Attention
29,77,Medium,Low,Yes,7,68,High,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Far,Female,67,2.2666666666666666,Medium,59.0,212384,47.87898598915653,A,-0.5098066931908826,Y,3.2,6.75,6.7,2,4,2,242,Hard Workers
22,79,Medium,Medium,No,9,76,Medium,Yes,1,Low,Medium,Private,Positive,2,No,High School,Near,Male,67,3.3043478260869565,Medium,60.7,212451,47.89409019691829,A,0.03444101170584135,X,2.4,6.15,6.7,3,3,2,332,Hard Workers
15,89,High,Low,No,10,98,Low,Yes,0,Low,Medium,Private,Positive,2,No,College,Near,Male,67,6.125,Medium,70.4,212518,47.90919440468005,A,-2.4883273534129895,Z,0.2,5.95,6.7,4,2,2,422,Need Attention
20,81,High,High,Yes,7,56,Low,No,1,Medium,Medium,Private,Positive,3,No,High School,Near,Male,67,2.6666666666666665,Medium,52.7,212585,47.92429861244181,A,-0.6582484123338483,Y,4.4,6.05,6.7,1,3,2,132,Hard Workers
22,73,High,Low,No,5,91,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,67,3.9565217391304346,Medium,64.9,212652,47.93940282020357,A,0.4535087125544674,X,0.9,5.85,6.7,4,2,2,422,Need Attention
26,84,Medium,Medium,Yes,8,56,Medium,No,1,Medium,Medium,Public,Negative,2,No,College,Near,Female,67,2.074074074074074,Medium,55.400000000000006,212719,47.95450702796533,A,-0.9822940342546795,Y,4.4,6.800000000000001,6.7,1,4,2,142,Hard Workers
17,90,Medium,Medium,Yes,8,56,Low,Yes,0,Medium,Medium,Private,Neutral,4,No,College,Near,Female,67,3.111111111111111,High,54.5,212786,47.969611235727086,A,0.058984221589597374,X,4.4,6.2,6.7,1,3,2,132,Hard Workers
6,88,High,High,Yes,7,73,Medium,Yes,3,Low,Medium,Private,Neutral,3,No,College,Near,Male,67,10.428571428571429,Medium,57.400000000000006,212853,47.984715443488845,A,0.446872500802698,X,2.7,5.0,6.7,2,1,2,212,Need Attention
8,99,Medium,Medium,No,9,54,Low,Yes,2,Low,Medium,Public,Neutral,5,No,Postgraduate,Near,Female,67,6.0,High,53.7,212920,47.99981965125061,A,-0.34254920085776497,X,4.6,5.75,6.7,1,2,2,122,Need Attention
24,68,High,Medium,No,8,56,Low,Yes,3,High,High,Public,Neutral,1,No,College,Near,Male,67,2.24,Low,50.0,212987,48.01492385901236,A,0.1704637709965709,X,4.4,5.8,6.7,1,2,2,122,Need Attention
22,77,Medium,Medium,Yes,10,79,High,Yes,2,Medium,Low,Public,Neutral,2,No,High School,Near,Male,67,3.4347826086956523,Medium,61.3,213054,48.03002806677412,A,-0.9627325652846123,Y,2.1,6.050000000000001,6.7,3,3,2,332,Hard Workers
14,78,High,Medium,Yes,6,69,High,Yes,0,Medium,Medium,Public,Positive,5,No,College,Moderate,Female,67,4.6,Medium,55.2,213121,48.04513227453589,A,-0.20661127969604665,X,3.1,5.3,6.7,2,1,2,212,Need Attention
34,68,Medium,Medium,No,7,67,High,Yes,0,Medium,Medium,Private,Neutral,2,No,High School,Moderate,Male,67,1.9142857142857144,Low,57.4,213188,48.06023648229764,A,0.6102161695892225,Y,3.3,6.8,6.7,2,4,2,242,Hard Workers
19,79,Medium,High,Yes,7,66,Low,Yes,3,High,Medium,Public,Positive,3,Yes,High School,Near,Male,67,3.3,Medium,55.8,213255,48.075340690059406,A,0.15697296096843422,X,3.4,5.85,6.7,2,2,2,222,Need Attention
21,79,Medium,Low,Yes,6,88,Low,Yes,2,High,Medium,Public,Neutral,1,No,High School,Near,Male,67,4.0,Medium,65.2,213322,48.09044489782116,A,-0.5865312695639355,Y,1.2,6.050000000000001,6.7,4,3,2,432,Hard Workers
28,61,Low,Medium,Yes,7,80,Low,Yes,2,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Female,67,2.7586206896551726,Low,58.7,213389,48.105549105582924,A,0.224216404290793,X,2.0,5.85,6.7,3,2,2,322,Need Attention
26,83,High,Low,No,6,52,Medium,Yes,0,Low,High,Public,Negative,3,No,High School,Near,Male,67,1.9259259259259258,Medium,53.5,213456,48.12065331334468,A,0.714609790636618,Y,4.8,6.75,6.7,1,4,2,142,Hard Workers
20,84,Medium,Medium,Yes,10,62,High,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,67,2.9523809523809526,Medium,56.0,213523,48.135757521106434,A,-2.049941278577478,Z,3.8,6.2,6.7,1,3,2,132,Hard Workers
19,72,Medium,Medium,Yes,8,96,Low,Yes,1,Medium,High,Public,Positive,2,No,Postgraduate,Moderate,Female,67,4.8,Medium,65.7,213590,48.1508617288682,A,1.1590740649558977,Z,0.4,5.5,6.7,4,2,2,422,Need Attention
7,96,High,Medium,Yes,6,68,Medium,Yes,2,Low,High,Public,Neutral,1,No,High School,Near,Female,67,8.5,High,58.1,213657,48.16596593662996,A,-0.336254738681072,X,3.2,5.5,6.7,2,2,2,222,Need Attention
22,70,Medium,High,Yes,8,72,Medium,Yes,2,High,Medium,Public,Neutral,3,No,High School,Near,Male,67,3.130434782608696,Medium,56.400000000000006,213724,48.18107014439172,A,0.42548993324023027,X,2.8,5.7,6.7,2,2,2,222,Need Attention
22,92,Medium,Low,No,5,72,Low,Yes,0,Medium,Medium,Private,Negative,4,No,College,Moderate,Male,67,3.130434782608696,High,63.0,213791,48.19617435215348,A,1.197246923645228,Z,2.8,6.8,6.7,2,4,2,242,Hard Workers
21,77,High,Medium,No,10,87,Low,Yes,1,Low,Medium,Public,Neutral,3,No,College,Near,Male,67,3.9545454545454546,Medium,64.2,213858,48.211278559915236,A,-1.371673697230466,Z,1.3,5.95,6.7,3,2,2,322,Need Attention
17,81,Medium,Medium,No,6,82,Medium,Yes,3,Low,Medium,Private,Neutral,4,No,College,Near,Male,67,4.555555555555555,Medium,62.2,213925,48.226382767676995,A,-0.7094410024275466,Y,1.8,5.75,6.7,3,2,2,322,Need Attention
27,62,Medium,High,Yes,5,63,Low,Yes,4,High,Medium,Public,Negative,4,No,High School,Near,Female,67,2.25,Low,51.9,213992,48.241486975438754,A,-0.2885486958757048,X,3.7,5.800000000000001,6.7,2,2,2,222,Need Attention
12,83,High,Medium,Yes,5,85,Medium,Yes,2,Low,High,Private,Negative,2,No,College,Near,Male,67,6.538461538461538,Medium,62.5,214059,48.25659118320051,A,-0.7837535211244283,Y,1.5,5.3500000000000005,6.7,3,1,2,312,Need Attention
30,73,Low,Medium,No,7,68,Medium,Yes,0,Low,High,Public,Positive,2,No,Postgraduate,Near,Male,67,2.193548387096774,Medium,58.1,214126,48.27169539096227,A,1.7349365758368085,Z,3.2,6.65,6.7,2,4,2,242,Hard Workers
26,79,High,Low,No,7,66,Medium,Yes,1,High,Medium,Public,Positive,5,Yes,High School,Moderate,Male,67,2.4444444444444446,Medium,57.900000000000006,214193,48.28679959872403,A,-0.8567720938267928,Y,3.4,6.550000000000001,6.7,2,3,2,232,Hard Workers
12,89,Low,Medium,Yes,7,63,Medium,Yes,4,Low,High,Public,Neutral,2,No,College,Near,Male,67,4.846153846153846,Medium,55.5,214260,48.30190380648579,A,-0.5555467794868666,Y,3.7,5.65,6.7,2,2,2,222,Need Attention
17,87,Medium,Medium,No,9,99,Medium,Yes,1,Medium,Low,Private,Neutral,3,No,High School,Moderate,Male,67,5.5,Medium,70.8,214327,48.317008014247556,A,0.20438903160297678,X,0.1,6.05,6.7,4,3,2,432,Hard Workers
